id;title;address;zip;type;icon;color;costs;lat;lng;priority
09G26;Schule an den Püttbergen (Grundschule);Fürstenwalder Allee 182;12589;Grundschule;fa-building-o;orange;5660000;52.43385;13.70158;Priorität 2 oder 3
09G20;Müggelheimer Schule (Grundschule);Odernheimer Str. 28;12559;Grundschule;fa-building-o;blue;4080000;52.41469;13.66739;unbekannte Priorität
09G29;Schmöckwitzer Insel-Schule (Grundschule);Adlergestell 776;12527;Grundschule;fa-building-o;blue;4640000;52.376769;13.647546;unbekannte Priorität
05G29;Mary-Poppins-Grundschule;Am Flugplatz Gatow 20;14089;Grundschule;fa-building-o;blue;340000;52.472209;13.127426;unbekannte Priorität
06G05;Conrad-Schule (Grundschule);Schulstr. 4;14109;Grundschule;fa-building-o;orange;6180000;52.415181;13.146695;Priorität 2 oder 3
05Y03;Hans-Carossa-Gymnasium;Am Landschaftspark Gatow 40;14089;Gymnasium;fa-building-o;blue;3100000;52.47244;13.13028;unbekannte Priorität
05G19;Grundschule am Ritterfeld;Schallweg 31;14089;Grundschule;fa-building-o;blue;2560000;52.455239;13.138357;unbekannte Priorität
05K09;Schule am Staakener Kleeblatt (Integrierte Sekundarschule);Brunsbütteler Damm 431-437;13591;Integrierte Sekundarschule;fa-building-o;blue;4840000;52.5349;13.13491;unbekannte Priorität
09Y06;Gerhart-Hauptmann-Gymnasium;Bruno-Wille-Str. 37-45;12587;Gymnasium;fa-building-o;orange;6340000;52.45227;13.63269;Priorität 2 oder 3
05G14;Linden-Grundschule;Staakener Feldstr. 6-8;13591;Grundschule;fa-building-o;blue;4040000;52.53517;13.14081;unbekannte Priorität
09G24;Müggelsee-Schule (Grundschule);Aßmannstr. 63;12587;Grundschule;fa-building-o;blue;2870000;52.45072;13.62746;unbekannte Priorität
05G16;Zeppelin-Grundschule;Heidebergplan 3-4;13591;Grundschule;fa-building-o;blue;3840000;52.5409;13.14635;unbekannte Priorität
10S08;Schule am Mummelsoll;Eilenburger Str. 4;12627;"Förderschwerp.""Geistige Entwicklung""";fa-building-o;green;0;52.540282;13.629414;unbekannte Priorität
10G19;Bücherwurm-Schule am Weiher (Grundschule);Eilenburger Str. 1;12627;Grundschule;fa-building-o;orange;5930000;52.54068;13.62913;Priorität 2 oder 3
09S04;Ahorn-Schule;Peter-Hille-Str. 118;12587;Übrige Förderschwerpunkte;fa-building-o;blue;4020000;52.44782;13.61966;unbekannte Priorität
09G27;Friedrichshagener Schule (Grundschule);Peter-Hille-Str. 7;12587;Grundschule;fa-building-o;orange;5030000;52.454606;13.621399;Priorität 2 oder 3
10G30;Mahlsdorfer Grundschule;Feldrain 47;12623;Grundschule;fa-building-o;blue;3970000;52.522102;13.628787;unbekannte Priorität
09K05;Wilhelm-Bölsche-Schule (Integrierte Sekundarschule);Aßmannstr. 11;12587;Integrierte Sekundarschule;fa-building-o;orange;6300000;52.45109;13.61894;Priorität 2 oder 3
05G23;Grundschule am Brandwerder;Spandauer Str. 86;13591;Grundschule;fa-building-o;blue;4010000;52.53595;13.15293;unbekannte Priorität
05G18;Grundschule im Beerwinkel;Im Spektefeld 31;13589;Grundschule;fa-building-o;orange;7500000;52.549023;13.154969;Höchste Priorität
05K01;Martin-Buber-Oberschule (Integrierte Sekundarschule);Im Spektefeld 33;13589;Integrierte Sekundarschule;fa-building-o;red;12140000;52.54895;13.1565;Höchste Priorität
05G17;Astrid-Lindgren-Grundschule;Südekumzeile 5;13591;Grundschule;fa-building-o;orange;5090000;52.5311;13.15652;Priorität 2 oder 3
10K09;Konrad-Wachsmann-Schule;Geithainer Str. 12;12627;Integrierte Sekundarschule;fa-building-o;blue;3320000;52.529047;13.622082;unbekannte Priorität
09G25;Müggelschlößchen-Schule (Grundschule);Alfred-Randt-Str. 56;12559;Grundschule;fa-building-o;orange;6960000;52.43884;13.6059;Höchste Priorität
10Y11;Melanchthon-Gymnasium;Adele-Sandrock-Str. 73-75;12627;Gymnasium;fa-building-o;orange;8090000;52.534367;13.618584;Priorität 2 oder 3
10G22;Kolibri-Grundschule;Schönewalder Str. 9;12627;Grundschule;fa-building-o;green;0;52.532527;13.618558;unbekannte Priorität
05G25;Grundschule am Wasserwerk;Pionierstr. 197;13589;Grundschule;fa-building-o;blue;3240000;52.55625;13.16467;unbekannte Priorität
05S04;Schule am Stadtrand;Pionierstr. 197;13589;Übrige Förderschwerpunkte;fa-building-o;green;0;52.55625;13.16467;unbekannte Priorität
06G09;Dreilinden-Grundschule;Dreilindenstr. 65;14109;Grundschule;fa-building-o;blue;400000;52.4205;13.18369;unbekannte Priorität
10G26;Friedrich-Schiller-Grundschule;An der Schule 13-17;12623;Grundschule;fa-building-o;blue;3690000;52.5115;13.614782;unbekannte Priorität
06Y04;Dreilinden-Gymnasium;Dreilindenstr. 49;14109;Gymnasium;fa-building-o;orange;9320000;52.42057;13.18778;Höchste Priorität
09G16;Wendenschloß-Schule (Grundschule);Köpenzeile 123;12557;Grundschule;fa-building-o;blue;4470000;52.42845;13.5953;unbekannte Priorität
05G26;Grundschule am Amalienhof;Weinmeisterhornweg 122;13593;Grundschule;fa-building-o;blue;3650000;52.51289;13.1667;unbekannte Priorität
05G22;Christian-Morgenstern-Grundschule;Räcknitzer Steig 12;13593;Grundschule;fa-building-o;blue;1800000;52.5227;13.16816;unbekannte Priorität
10G32;Kiekemal-Schule (Grundschule);Hultschiner Damm 219;12623;Grundschule;fa-building-o;blue;330000;52.49407;13.60915;unbekannte Priorität
10G25;Grundschule am Schleipfuhl;Nossener Str. 85;12627;Grundschule;fa-building-o;blue;4130000;52.52913;13.6081;unbekannte Priorität
05K05;B.-Traven-Gemeinschaftsschule;Recklinghauser Weg 26-32;13583;Integrierte Sekundarschule;fa-building-o;red;10320000;52.5469;13.17403;Höchste Priorität
05G24;Grundschule am Windmühlenberg;Am Kinderdorf 23-37;14089;Grundschule;fa-building-o;blue;3300000;52.48547;13.17431;unbekannte Priorität
05G06;Siegerland-Grundschule;Hermann-Schmidt-Weg 4;13589;Grundschule;fa-building-o;orange;5410000;52.55125;13.175203;Priorität 2 oder 3
05G12;Grundschule am Weinmeisterhorn;Daberkowstr. 27;13593;Grundschule;fa-building-o;blue;4240000;52.50825;13.1742;unbekannte Priorität
05K02;Carlo-Schmid-Oberschule (Integrierte Sekundarschule);Lutoner Str. 15-19;13581;Integrierte Sekundarschule;fa-building-o;red;12710000;52.5259;13.17464;Höchste Priorität
09G14;Schule am Buntzelberg (Grundschule);Schulzendorfer Str. 112;12526;Grundschule;fa-building-o;blue;4500000;52.40671;13.57427;unbekannte Priorität
10S07;Schule am Rosenhain;Klingenthaler Str. 32;12627;Integrierte Sekundarschule;fa-building-o;blue;2630000;52.53;13.60199;unbekannte Priorität
09G19;Amtsfeld-Schule (Grundschule);Pablo-Neruda-Str. 8;12559;Grundschule;fa-building-o;blue;2980000;52.44262;13.58891;unbekannte Priorität
09Y11;Emmy-Noether-Gymnasium;Pablo-Neruda-Str. 6-7;12559;Gymnasium;fa-building-o;orange;6250000;52.44275;13.588735;Priorität 2 oder 3
10G18;Pusteblume-Grundschule;Kastanienallee 118;12627;Grundschule;fa-building-o;green;0;52.54256;13.6001;unbekannte Priorität
05G04;Klosterfeld-Grundschule;Seegefelder Str. 125;13583;Grundschule;fa-building-o;blue;2480000;52.53861;13.17968;unbekannte Priorität
09K09;Grünauer Schule (Gemeinschaftsschule);Walchenseestr. 40;12527;Integrierte Sekundarschule;fa-building-o;orange;6330000;52.419368;13.576124;Priorität 2 oder 3
05G10;Grundschule am Birkenhain;Seeburger Str. 59;13581;Grundschule;fa-building-o;blue;2580000;52.52596;13.180519;unbekannte Priorität
09K03;Fritz-Kühn-Schule (Integrierte Sekundarschule);Dahmestr. 45;12526;Integrierte Sekundarschule;fa-building-o;blue;3380000;52.40141;13.5647;unbekannte Priorität
10K05;Jean-Piaget-Schule;Mittenwalder Str. 5;12629;Integrierte Sekundarschule;fa-building-o;orange;7390000;52.54542;13.59615;Priorität 2 oder 3
10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);Cottbusser Str. 23;12627;Integrierte Sekundarschule;fa-building-o;orange;6290000;52.53699;13.59663;Priorität 2 oder 3
10G28;Grundschule am Hollerbusch;Erich-Kästner-Str. 64;12619;Grundschule;fa-building-o;orange;7280000;52.52593;13.59512;Priorität 2 oder 3
05K08;Schule an der Haveldüne (Integrierte Sekundarschule);Jaczostr. 53-67;13595;Integrierte Sekundarschule;fa-building-o;red;14500000;52.51098;13.18567;Höchste Priorität
09A01;1. Schulpraktisches Seminar Treptow-Köpenick;Luisenstr. 16;12557;Schulpraktisches Seminar;fa-building-o;green;0;52.44107;13.57814;unbekannte Priorität
10Y08;Sartre-Gymnasium;Kyritzer Str. 103;12629;Gymnasium;fa-building-o;blue;540000;52.54332;13.59106;unbekannte Priorität
10K07;Caspar-David-Friedrich-Schule;Alte Hellersdorfer Str. 7;12629;Integrierte Sekundarschule;fa-building-o;blue;1130000;52.535223;13.591017;unbekannte Priorität
10G17;Beatrix-Potter-Grundschule;Ludwigsfelder Str. 7;12629;Grundschule;fa-building-o;orange;5630000;52.54682;13.58926;Priorität 2 oder 3
09G23;Hauptmann-von-Köpenick-Schule (Grundschule);Borgmannstr. 2;12555;Grundschule;fa-building-o;blue;1490000;52.45624;13.58095;unbekannte Priorität
05G21;Paul Moor Schule;Adamstr. 24-25;13595;Grundschule;fa-building-o;green;0;52.521;13.19029;unbekannte Priorität
05S02;Paul-Moor-Schule;Adamstr. 24-25;13595;"Förderschwerp.""Lernen""";fa-building-o;blue;3890000;52.521;13.19029;unbekannte Priorität
05G09;Schule am Grüngürtel;Askanierring 42;13585;Grundschule;fa-building-o;green;0;52.549099;13.1934;unbekannte Priorität
05S01;Schule am Grüngürtel;Askanierring 42;13585;"Förderschwerp.""Lernen""";fa-building-o;blue;2780000;52.549099;13.1934;unbekannte Priorität
05G15;Askanier-Grundschule;Borkzeile 34;13583;Grundschule;fa-building-o;orange;6390000;52.54049;13.19242;Höchste Priorität
05G08;Konkordia-Grundschule;Elsflether Weg 26;13581;Grundschule;fa-building-o;blue;4880000;52.53018;13.19202;unbekannte Priorität
06Y05;Werner-von-Siemens-Oberschule;Beskidenstr. 3;14129;Gymnasium;fa-building-o;orange;9310000;52.43194;13.21159;Höchste Priorität
05G20;Carl-Schurz-Grundschule;Hakenfelder Str. 32;13587;Grundschule;fa-building-o;blue;4310000;52.56751;13.199061;unbekannte Priorität
10K02;Ernst-Haeckel-Schule;Luckenwalder Str. 53;12629;Integrierte Sekundarschule;fa-building-o;red;10250000;52.54322;13.58574;Priorität 2 oder 3
05K03;Bertolt-Brecht-Oberschule (Integrierte Sekundarschule);Wilhelmstr. 10;13595;Integrierte Sekundarschule;fa-building-o;red;10580000;52.525308;13.192692;Höchste Priorität
05K04;Heinrich-Böll-Oberschule (Integrierte Sekundarschule);Am Forstacker 9-11;13587;Integrierte Sekundarschule;fa-building-o;blue;1600000;52.565166;13.199033;unbekannte Priorität
06G03;Johannes-Tews-Grundschule;Wasgenstr. 50;14129;Grundschule;fa-building-o;orange;9540000;52.43162;13.21262;Höchste Priorität
05G05;Christoph-Földerich-Grundschule;Földerichplatz 5;13595;Grundschule;fa-building-o;orange;7860000;52.51986;13.193276;Priorität 2 oder 3
10K08;Johann-Julius-Hecker-Schule;Hohenwalder Str. 2;12689;Integrierte Sekundarschule;fa-building-o;blue;360000;52.56993;13.57866;unbekannte Priorität
10K03;Kerschensteiner-Schule;Golliner Str. 2;12689;Integrierte Sekundarschule;fa-building-o;orange;5130000;52.56681;13.579505;Priorität 2 oder 3
09G17;Uhlenhorst-Grundschule;Wongrowitzer Steig 37;12555;Grundschule;fa-building-o;blue;1360000;52.467512;13.579352;unbekannte Priorität
09G13;Schule am Altglienicker Wasserturm (Grundschule);Sachsenstr. 22;12524;Grundschule;fa-building-o;blue;4440000;52.41079;13.55406;unbekannte Priorität
09S05;Schule am Altglienicker Wasserturm (Förderzentrum);Sachsenstr. 22;12524;"Förderschwerp.""Lernen""";fa-building-o;green;0;52.41079;13.55406;unbekannte Priorität
05K06;Wolfgang-Borchert-Schule (Integrierte Sekundarschule);Blumenstr. 13;13585;Integrierte Sekundarschule;fa-building-o;blue;4160000;52.54571;13.1967;unbekannte Priorität
05G02;Grundschule am Eichenwald;Gaismannshofer Weg 2;13587;Grundschule;fa-building-o;orange;6710000;52.558423;13.199146;Priorität 2 oder 3
05G03;Birken-Grundschule;Hügelschanze 8-9;13585;Grundschule;fa-building-o;orange;7950000;52.54863;13.19756;Priorität 2 oder 3
05G30;30. Schule;Hügelschanze 8-9;13585;Grundschule;fa-building-o;green;0;52.54863;13.19756;Höchste Priorität
10G08;Wilhelm-Busch-Grundschule;Parsteiner Ring 24;12679;Grundschule;fa-building-o;blue;3470000;52.55325;13.58137;unbekannte Priorität
09K01;Merian-Schule (Integrierte Sekundarschule);Hoernlestr. 80;12555;Integrierte Sekundarschule;fa-building-o;red;12080000;52.46431;13.57643;Priorität 2 oder 3
09K08;Schule an der Dahme (Integrierte Sekundarschule);Glienicker Str. 24 -30;12557;Integrierte Sekundarschule;fa-building-o;orange;5240000;52.44056;13.56727;Priorität 2 oder 3
05Y01;Freiherr-vom-Stein-Gymnasium;Galenstr. 40-44;13597;Gymnasium;fa-building-o;green;0;52.539684;13.198479;unbekannte Priorität
10G33;Ulmen-Grundschule;Ulmenstr. 79-85;12621;Grundschule;fa-building-o;blue;4350000;52.48584;13.58006;unbekannte Priorität
05G27;Charlie-Rivel-Grundschule;Flankenschanze 20;13585;Grundschule;fa-building-o;blue;670000;52.543893;13.1996;unbekannte Priorität
05Y05;Lily-Braun-Gymnasium;Münsingerstr. 2;13597;Gymnasium;fa-building-o;blue;20000;52.538567;13.199029;unbekannte Priorität
12K11;Albrecht-Haushofer-Schule;Kurzebracker Weg 40-46;13503;Integrierte Sekundarschule;fa-building-o;red;11870000;52.61914;13.22771;Priorität 2 oder 3
09Y05;Alexander-von-Humboldt-Gymnasium;Oberspreestr. 173;12555;Gymnasium;fa-building-o;orange;7520000;52.445252;13.566972;Priorität 2 oder 3
09G18;Schule in der Köllnischen Vorstadt (Grundschule);Rudower Str. 201;12557;Grundschule;fa-building-o;blue;3010000;52.43946;13.56429;unbekannte Priorität
05Y02;Kant-Gymnasium;Bismarckstr. 54;13585;Gymnasium;fa-building-o;red;14620000;52.54286;13.20115;Höchste Priorität
10G29;Grundschule an der Wuhle;Teterower Ring 79;12619;Grundschule;fa-building-o;blue;1330000;52.52118;13.58041;unbekannte Priorität
10K01;Rudolf-Virchow-Schule;Glambecker Ring 90;12679;Integrierte Sekundarschule;fa-building-o;blue;3520000;52.5555;13.57573;unbekannte Priorität
12G34;Otfried-Preußler-Grundschule;Schulzendorfer Str. 99;13503;Grundschule;fa-building-o;orange;5210000;52.613129;13.227141;Priorität 2 oder 3
10G05;Ebereschen-Grundschule;Borkheider Str. 27;12689;Grundschule;fa-building-o;blue;3510000;52.56407;13.57294;unbekannte Priorität
06G11;Grundschule Am Rohrgarten (Gemeinschaftsschule);Am Rohrgarten 9;14163;Grundschule;fa-building-o;blue;730000;52.425776;13.224983;unbekannte Priorität
10G03;Selma-Lagerlöf-Grundschule;Wörlitzer Str. 31;12689;Marzahn-Hellersdorf;fa-building-o;blue;3960000;52.56767;13.57023;unbekannte Priorität
05G07;Lynar-Grundschule;Lutherstr. 19-20;13585;Grundschule;fa-building-o;blue;1030000;52.54766;13.20683;unbekannte Priorität
05G01;Ernst-Ludwig-Heim-Grundschule;Grunewaldstr. 8;13597;Grundschule;fa-building-o;blue;4450000;52.5304;13.20672;unbekannte Priorität
09G15;Schule am Mohnweg (Grundschule);Mohnweg 20;12524;Grundschule;fa-building-o;blue;3340000;52.40733;13.53679;unbekannte Priorität
12G17;Ellef-Ringnes-Grundschule;Im Erpelgrund 11-17;13503;Grundschule;fa-building-o;blue;4780000;52.60802;13.23202;unbekannte Priorität
10G31;Franz-Carl-Achard-Grundschule;Flämingstr. 16-18;12689;Grundschule;fa-building-o;blue;1370000;52.56382;13.56592;unbekannte Priorität
10K11;Marcana-Schule (Gemeinschaftsschule);Flämingstr. 16-18;12689;Integrierte Sekundarschule;fa-building-o;blue;2100000;52.56382;13.56592;unbekannte Priorität
10G34;Schule am grünen Stadtrand;Geraer Ring 54;12689;"Förderschwerp.""Lernen""";fa-building-o;orange;7440000;52.56973;13.56193;Priorität 2 oder 3
09Y04;Anne-Frank-Gymnasium;Uranusstr. 15 -17;12524;Gymnasium;fa-building-o;blue;2040000;52.399327;13.525296;unbekannte Priorität
10G09;Grundschule am Bürgerpark;Jan-Petersen-Str. 18B;12679;Grundschule;fa-building-o;blue;2100000;52.55062;13.56569;unbekannte Priorität
09K02;Anna-Seghers-Schule (Gemeinschaftsschule);Radickestr. 43;12489;Integrierte Sekundarschule;fa-building-o;orange;8100000;52.435416;13.548246;Priorität 2 oder 3
09G11;Schule am Pegasuseck (Grundschule);Pegasuseck 5;12524;Grundschule;fa-building-o;blue;3060000;52.40638;13.5294;unbekannte Priorität
10G07;Karl-Friedrich-Friesen-Grundschule;Max-Herrmann-Str. 5;12687;Grundschule;fa-building-o;green;0;52.55335;13.56415;unbekannte Priorität
09G10;Schule am Berg (Grundschule);Köpenicker Str. 31;12524;Grundschule;fa-building-o;blue;3230000;52.41866;13.538044;unbekannte Priorität
10G11;Grundschule an der Mühle;Kienbergstr. 59;12685;Grundschule;fa-building-o;blue;4060000;52.53976;13.5657;unbekannte Priorität
10G01;Paavo-Nurmi-Grundschule;Schorfheidestr. 42;12689;Grundschule;fa-building-o;orange;5940000;52.54728;13.56405;Priorität 2 oder 3
10G06;Bruno-Bettelheim-Grundschule (Gemeinschaftsschule);Schleusinger Str. 17;12687;Grundschule;fa-building-o;green;0;52.557763;13.561873;unbekannte Priorität
06G10;Grundschule am Buschgraben;Ludwigsfelder Str. 43-47;14165;Grundschule;fa-building-o;blue;1460000;52.42192;13.242834;unbekannte Priorität
10K04;Thüringen-Schule (Gemeinschaftsschule);Liebensteiner Str. 24;12687;Integrierte Sekundarschule;fa-building-o;blue;3620000;52.55821;13.5601;unbekannte Priorität
10G04;Falken-Grundschule;Geraer Ring 2;12689;Grundschule;fa-building-o;orange;5440000;52.56593;13.5564;Priorität 2 oder 3
09G09;Heide-Schule (Grundschule);Florian-Geyer-Str. 87;12489;Grundschule;fa-building-o;orange;6510000;52.438648;13.543713;Priorität 2 oder 3
12G18;Grundschule am Tegelschen Ort;Gerlindeweg 11-23;13505;Grundschule;fa-building-o;blue;4910000;52.576181;13.228007;unbekannte Priorität
10Y01;Tagore-Gymnasium;Sella-Hasse-Str. 25;12687;Gymnasium;fa-building-o;blue;3560000;52.55271;13.55658;unbekannte Priorität
10G13;Johann-Strauss-Grundschule;Cecilienstr. 81;12683;Grundschule;fa-building-o;green;0;52.52982;13.55966;unbekannte Priorität
10K06;Georg-Klingenberg-Schule;Alberichstr. 24;12683;Integrierte Sekundarschule;fa-building-o;blue;4560000;52.49015;13.55783;unbekannte Priorität
12G24;Renée-Sintenis-Grundschule;Laurinsteig 39-45;13465;Grundschule;fa-building-o;blue;4630000;52.63695;13.27237;unbekannte Priorität
11Y09;Barnim-Gymnasium;Ahrensfelder Chaussee 41;13057;Gymnasium;fa-building-o;blue;300000;52.569201;13.549303;unbekannte Priorität
10G10;Peter-Pan-Grundschule;Stolzenhagener Str. 9;12679;Grundschule;fa-building-o;blue;2640000;52.548156;13.551672;unbekannte Priorität
06G02;Süd-Grundschule;Claszeile 56;14165;Grundschule;fa-building-o;orange;9290000;52.4189;13.25839;Höchste Priorität
10S04;Schule am Pappelhof;Ketschendorfer Weg 21;12683;"Förderschwerp.""Geistige Entwicklung""";fa-building-o;blue;3160000;52.531157;13.553338;unbekannte Priorität
05G28;Grundschule an der Pulvermühle;Grützmacherweg 7;13599;Grundschule;fa-building-o;blue;630000;52.544061;13.228327;unbekannte Priorität
08Y06;Hannah-Arendt-Gymnasium;Elfriede-Kuhr-Str. 17;12355;Gymnasium;fa-building-o;blue;3800000;52.40411;13.508639;unbekannte Priorität
10G16;Grundschule am Fuchsberg;Dankratweg 19;12683;Grundschule;fa-building-o;blue;3120000;52.49039;13.551484;unbekannte Priorität
10G12;Grundschule an der Geißenweide;Amanlisweg 40;12685;Grundschule;fa-building-o;blue;2960000;52.537783;13.551797;unbekannte Priorität
10Y03;Wilhelm-von-Siemens-Gymnasium;Allee der Kosmonauten 134;12683;Gymnasium;fa-building-o;blue;450000;52.533571;13.551106;unbekannte Priorität
08G37;Rose-Oehmichen-Schule (Grundschule);Lieselotte-Berger-Str. 65;12355;Grundschule;fa-building-o;blue;1330000;52.401126;13.501995;unbekannte Priorität
06G07;Zinnowwald-Grundschule;Wilskistr. 78;14163;Grundschule;fa-building-o;orange;9090000;52.44543;13.246529;Höchste Priorität
06Y01;Schadow-Gymnasium;Beuckestr. 27-29;14163;Gymnasium;fa-building-o;red;20090000;52.43149;13.25463;Höchste Priorität
06Y02;Droste-Hülshoff-Oberschule;Schönower Str. 8;14165;Gymnasium;fa-building-o;red;13340000;52.42846;13.25673;Höchste Priorität
05G13;Bernd-Ryke-Grundschule;Daumstr. 12;13599;Grundschule;fa-building-o;orange;5310000;52.54494;13.2325;Höchste Priorität
06S01;Pestalozzi-Schule;Hartmannsweilerweg 47;14163;Integrierte Sekundarschule;fa-building-o;blue;3630000;52.44346;13.24838;unbekannte Priorität
10Y02;Otto-Nagel-Gymnasium;Schulstr. 11;12683;Gymnasium;fa-building-o;blue;2670000;52.511922;13.549199;unbekannte Priorität
12G23;Victor-Gollancz-Grundschule;Gollanczstr. 18-24;13465;Grundschule;fa-building-o;orange;6060000;52.63826;13.28757;Priorität 2 oder 3
08G25;Michael-Ende-Schule (Grundschule);Neuhofer Str. 41;12355;Grundschule;fa-building-o;blue;4280000;52.41346;13.50984;unbekannte Priorität
03G29;Grundschule Am Sandhaus;Wiltbergstr. 37-39;13125;Grundschule;fa-building-o;blue;770000;52.637343;13.490967;unbekannte Priorität
06G01;Nord-Grundschule;Potsdamer Str. 7;14163;Grundschule;fa-building-o;orange;6260000;52.435951;13.25558;Priorität 2 oder 3
06K01;John-F.-Kennedy-Schule;Teltower Damm 87-93;14167;Integrierte Sekundarschule;fa-building-o;red;28540000;52.42589;13.26273;Höchste Priorität
06G08;Schweizerhof-Grundschule;Leo-Baeck-Str. 28-30;14167;Grundschule;fa-building-o;blue;3930000;52.42278;13.26571;unbekannte Priorität
03K10;Hufeland-Schule (Integrierte Sekundarschule);Walter-Friedrich-Str. 16-18;13125;Integrierte Sekundarschule;fa-building-o;red;16420000;52.63325;13.49373;Höchste Priorität
04G15;Charles-Dickens-Grundschule;Dickensweg 15;14055;Grundschule;fa-building-o;blue;3230000;52.508946;13.236971;unbekannte Priorität
10G14;Grundschule unter dem Regenbogen;Murtzaner Ring 37;12681;Grundschule;fa-building-o;orange;5940000;52.5301;13.54212;Priorität 2 oder 3
03S10;Marianne-Buggenhagen-Schule;Ernst-Busch-Str. 29;13125;Übrige Förderschwerpunkte;fa-building-o;blue;1060000;52.62953;13.49149;unbekannte Priorität
11G28;Feldmark-Schule (Grundschule);Wartiner Str. 23;13057;Grundschule;fa-building-o;blue;2670000;52.569161;13.531731;unbekannte Priorität
10A04;Victor-Klemperer-Kolleg;Martha-Arendsee-Str. 15;12681;Volkshochschul-Kolleg;fa-building-o;blue;3010000;52.5363;13.53885;unbekannte Priorität
05S03;Schule am Gartenfeld;Gartenfelder Str. 81;13599;"Förderschwerp.""Geistige Entwicklung""";fa-building-o;orange;9050000;52.543211;13.24234;Priorität 2 oder 3
11G14;Richard-Wagner-Grundschule;Ehrenfelsstr. 36;10318;Grundschule;fa-building-o;blue;3700000;52.479326;13.53427;unbekannte Priorität
11G12;Lew-Tolstoi-Grundschule;Römerweg 120;10318;Grundschule;fa-building-o;blue;1180000;52.49199;13.53678;unbekannte Priorität
09Y03;Archenhold-Gymnasium;Rudower Str. 7;12439;Gymnasium;fa-building-o;blue;4530000;52.4514;13.52271;unbekannte Priorität
